id,language,scoring,mode,predicted_index,answer_index,correct,confidence,entropy,margin,n_choices,domain,verbalized_confidence
eng-eng-0,eng,mc1,mc1,2,2,True,0.6711654663085938,0.891747772693634,0.43635794520378113,4,elementary_mathematics,
eng-eng-1,eng,mc1,mc1,2,2,True,0.9462398886680603,0.2509211599826813,0.9071838855743408,4,elementary_mathematics,
eng-eng-2,eng,mc1,mc1,3,3,True,0.8962406516075134,0.41736072301864624,0.8397408127784729,4,elementary_mathematics,
eng-eng-3,eng,mc1,mc1,1,1,True,0.8799991607666016,0.4679422974586487,0.7981464862823486,4,elementary_mathematics,
eng-eng-4,eng,mc1,mc1,1,1,True,0.651009738445282,1.0156491994857788,0.49414440989494324,4,elementary_mathematics,
eng-eng-5,eng,mc1,mc1,2,2,True,0.4621596038341522,1.184771180152893,0.20128858089447021,4,elementary_mathematics,
eng-eng-6,eng,mc1,mc1,1,2,False,0.3543647229671478,1.342839002609253,0.10090193152427673,4,elementary_mathematics,
eng-eng-7,eng,mc1,mc1,1,1,True,0.713151216506958,0.9062979817390442,0.5858515501022339,4,elementary_mathematics,
eng-eng-8,eng,mc1,mc1,3,3,True,0.8099933862686157,0.6291975975036621,0.6692986488342285,4,elementary_mathematics,
eng-eng-9,eng,mc1,mc1,3,3,True,0.5854576826095581,1.0411478281021118,0.34120264649391174,4,elementary_mathematics,
eng-eng-10,eng,mc1,mc1,1,2,False,0.33837708830833435,1.3533809185028076,0.053704261779785156,4,elementary_mathematics,
eng-eng-11,eng,mc1,mc1,0,3,False,0.7690280675888062,0.7180679440498352,0.6030440330505371,4,elementary_mathematics,
eng-eng-12,eng,mc1,mc1,0,0,True,0.910137414932251,0.38493579626083374,0.8687422275543213,4,elementary_mathematics,
eng-eng-13,eng,mc1,mc1,0,0,True,0.747567892074585,0.7377957701683044,0.5513522624969482,4,elementary_mathematics,
eng-eng-14,eng,mc1,mc1,3,2,False,0.3507833778858185,1.3315107822418213,0.04782968759536743,4,elementary_mathematics,
eng-eng-15,eng,mc1,mc1,1,1,True,0.8696094751358032,0.5278540849685669,0.8163712620735168,4,elementary_mathematics,
eng-eng-16,eng,mc1,mc1,1,1,True,0.6618713736534119,0.9267573356628418,0.4478571116924286,4,elementary_mathematics,
eng-eng-17,eng,mc1,mc1,3,1,False,0.4346674084663391,1.2292858362197876,0.10270071029663086,4,elementary_mathematics,
eng-eng-18,eng,mc1,mc1,3,3,True,0.8192899227142334,0.6412357091903687,0.7239128351211548,4,elementary_mathematics,
eng-eng-19,eng,mc1,mc1,1,0,False,0.37800276279449463,1.2975809574127197,0.07735738158226013,4,elementary_mathematics,
eng-eng-20,eng,mc1,mc1,2,2,True,0.48230063915252686,1.0752532482147217,0.12685245275497437,4,elementary_mathematics,
eng-eng-21,eng,mc1,mc1,1,1,True,0.5092880129814148,1.2092753648757935,0.28812986612319946,4,elementary_mathematics,
eng-eng-22,eng,mc1,mc1,0,0,True,0.5259719491004944,1.024566888809204,0.21495437622070312,4,elementary_mathematics,
eng-eng-23,eng,mc1,mc1,2,2,True,0.7935354709625244,0.7341498732566833,0.7139425277709961,4,elementary_mathematics,
eng-eng-24,eng,mc1,mc1,1,1,True,0.6164821982383728,0.9900491237640381,0.420968621969223,4,elementary_mathematics,
eng-eng-25,eng,mc1,mc1,0,0,True,0.5676104426383972,1.1589512825012207,0.4207574725151062,4,elementary_mathematics,
eng-eng-26,eng,mc1,mc1,3,3,True,0.7067253589630127,0.9077379703521729,0.5581703186035156,4,elementary_mathematics,
eng-eng-27,eng,mc1,mc1,2,3,False,0.5556093454360962,0.9890153408050537,0.21025416254997253,4,elementary_mathematics,
eng-eng-28,eng,mc1,mc1,0,0,True,0.5040434002876282,1.232063889503479,0.3021692633628845,4,elementary_mathematics,
eng-eng-29,eng,mc1,mc1,0,0,True,0.8974199891090393,0.3884657025337219,0.811895489692688,4,elementary_mathematics,
eng-eng-30,eng,mc1,mc1,0,1,False,0.3697642385959625,1.335039734840393,0.09178873896598816,4,elementary_mathematics,
eng-eng-31,eng,mc1,mc1,1,1,True,0.6372226476669312,1.0301494598388672,0.46022069454193115,4,elementary_mathematics,
eng-eng-32,eng,mc1,mc1,1,0,False,0.4147876799106598,1.2548670768737793,0.08379438519477844,4,elementary_mathematics,
