language,target_coverage,threshold,realized_coverage,base_accuracy,answered_accuracy,frac_errors_removed
amh,0.5,0.5341112613677979,0.4993726474278545,0.27352572145545795,0.314070351758794,0.5284974093264249
amh,0.6,0.49325719475746155,0.5997490589711418,0.27352572145545795,0.3158995815899582,0.43523316062176165
amh,0.7,0.44936272501945496,0.698870765370138,0.27352572145545795,0.3052064631956912,0.3316062176165803
amh,0.8,0.412219762802124,0.7992471769134254,0.27352572145545795,0.29513343799058084,0.22452504317789293
amh,0.9,0.3612411618232727,0.8996235884567126,0.27352572145545795,0.28172942817294283,0.11053540587219343
eng,0.5,0.5075547099113464,0.49938195302843014,0.3288009888751545,0.4430693069306931,0.585635359116022
eng,0.6,0.4587043821811676,0.5995055624227441,0.3288009888751545,0.41030927835051545,0.4732965009208103
eng,0.7,0.41027796268463135,0.6996291718170581,0.3288009888751545,0.38515901060070673,0.35911602209944754
eng,0.8,0.3618465065956116,0.799752781211372,0.3288009888751545,0.366306027820711,0.24493554327808473
eng,0.9,0.3057977855205536,0.899876390605686,0.3288009888751545,0.3447802197802198,0.12154696132596685
hau,0.5,0.5895657539367676,0.5,0.3972772277227723,0.47277227722772275,0.5626283367556468
hau,0.6,0.5352781414985657,0.599009900990099,0.3972772277227723,0.45041322314049587,0.4537987679671458
hau,0.7,0.4863356351852417,0.6992574257425742,0.3972772277227723,0.4336283185840708,0.34291581108829566
hau,0.8,0.4328143298625946,0.7995049504950495,0.3972772277227723,0.42105263157894735,0.23203285420944558
hau,0.9,0.3810313940048218,0.8997524752475248,0.3972772277227723,0.40715268225584594,0.11498973305954825
nso,0.5,0.5714792609214783,0.5,0.3787128712871287,0.4306930693069307,0.5418326693227091
nso,0.6,0.5245547294616699,0.599009900990099,0.3787128712871287,0.42768595041322316,0.448207171314741
nso,0.7,0.4780130982398987,0.6992574257425742,0.3787128712871287,0.4176991150442478,0.34462151394422313
nso,0.8,0.42530184984207153,0.7995049504950495,0.3787128712871287,0.4024767801857585,0.23107569721115537
nso,0.9,0.37111136317253113,0.8997524752475248,0.3787128712871287,0.3892709766162311,0.11553784860557768
swa,0.5,0.5623878240585327,0.4993804213135068,0.32837670384138784,0.3870967741935484,0.544280442804428
swa,0.6,0.5151882767677307,0.5997521685254027,0.32837670384138784,0.365702479338843,0.43357933579335795
swa,0.7,0.4735249876976013,0.6988847583643123,0.32837670384138784,0.3599290780141844,0.3339483394833948
swa,0.8,0.42707720398902893,0.7992565055762082,0.32837670384138784,0.34418604651162793,0.21955719557195572
swa,0.9,0.37868496775627136,0.8996282527881041,0.32837670384138784,0.3333333333333333,0.1070110701107011
yor,0.5,0.5485722422599792,0.49938195302843014,0.3288009888751545,0.42326732673267325,0.570902394106814
yor,0.6,0.49907106161117554,0.5995055624227441,0.3288009888751545,0.38969072164948454,0.4548802946593002
yor,0.7,0.4594067335128784,0.6996291718170581,0.3288009888751545,0.3657243816254417,0.3388581952117864
yor,0.8,0.4132615625858307,0.799752781211372,0.3288009888751545,0.34930448222565685,0.22467771639042358
yor,0.9,0.36516568064689636,0.899876390605686,0.3288009888751545,0.33379120879120877,0.10681399631675875
zul,0.5,0.5779035091400146,0.5,0.34318766066838047,0.37017994858611825,0.5205479452054794
zul,0.6,0.5253542065620422,0.5989717223650386,0.34318766066838047,0.3605150214592275,0.41682974559686886
zul,0.7,0.4762532711029053,0.699228791773779,0.34318766066838047,0.3602941176470588,0.31898238747553814
zul,0.8,0.4335339069366455,0.7994858611825193,0.34318766066838047,0.3504823151125402,0.20939334637964774
zul,0.9,0.3798682987689972,0.8997429305912596,0.34318766066838047,0.3442857142857143,0.10176125244618395
