id,language,scoring,mode,predicted_index,answer_index,correct,confidence,entropy,margin,n_choices,domain,verbalized_confidence
eng-eng-0,eng,fixed_option,fixed_option,1,2,False,0.8165687918663025,0.48459094762802124,0.6343676447868347,4,elementary_mathematics,
eng-eng-1,eng,fixed_option,fixed_option,2,2,True,0.678989589214325,0.6300610899925232,0.35825762152671814,4,elementary_mathematics,
eng-eng-2,eng,fixed_option,fixed_option,3,3,True,0.9997051358222961,0.0028848969377577305,0.9994746446609497,4,elementary_mathematics,
eng-eng-3,eng,fixed_option,fixed_option,2,1,False,0.6002187728881836,0.8163952827453613,0.23616769909858704,4,elementary_mathematics,
eng-eng-4,eng,fixed_option,fixed_option,1,1,True,0.9997172951698303,0.0028727157041430473,0.9995588660240173,4,elementary_mathematics,
eng-eng-5,eng,fixed_option,fixed_option,2,2,True,0.8736397624015808,0.47477957606315613,0.7815588116645813,4,elementary_mathematics,
eng-eng-6,eng,fixed_option,fixed_option,2,2,True,0.990932822227478,0.05889473855495453,0.985732913017273,4,elementary_mathematics,
eng-eng-7,eng,fixed_option,fixed_option,1,1,True,0.988516092300415,0.07270584255456924,0.9809686541557312,4,elementary_mathematics,
eng-eng-8,eng,fixed_option,fixed_option,3,3,True,0.9995163679122925,0.004476318601518869,0.9991364479064941,4,elementary_mathematics,
eng-eng-9,eng,fixed_option,fixed_option,3,3,True,0.9985211491584778,0.011702517047524452,0.9971963167190552,4,elementary_mathematics,
eng-eng-10,eng,fixed_option,fixed_option,1,2,False,0.40978243947029114,1.120801329612732,0.0,4,elementary_mathematics,
eng-eng-11,eng,fixed_option,fixed_option,3,3,True,0.9931579232215881,0.04168710112571716,0.9864660501480103,4,elementary_mathematics,
eng-eng-12,eng,fixed_option,fixed_option,0,0,True,0.9998984336853027,0.0011390289291739464,0.9998469948768616,4,elementary_mathematics,
eng-eng-13,eng,fixed_option,fixed_option,2,0,False,0.6684207320213318,0.7098689079284668,0.35268113017082214,4,elementary_mathematics,
