language,target_coverage,threshold,realized_coverage,base_accuracy,answered_accuracy,frac_errors_removed
amh,0.5,0.37461626529693604,0.5,0.3939393939393939,0.4671717171717172,0.5604166666666667
amh,0.6,0.3508871793746948,0.5997474747474747,0.3939393939393939,0.44842105263157894,0.45416666666666666
amh,0.7,0.33011844754219055,0.6994949494949495,0.3939393939393939,0.44223826714801445,0.35625
amh,0.8,0.31227317452430725,0.7992424242424242,0.3939393939393939,0.4312796208530806,0.25
amh,0.9,0.28949475288391113,0.898989898989899,0.3939393939393939,0.4101123595505618,0.125
eng,0.5,0.4614388644695282,0.5,0.44154228855721395,0.5223880597014925,0.5723830734966593
eng,0.6,0.4093281030654907,0.599502487562189,0.44154228855721395,0.508298755186722,0.47216035634743875
eng,0.7,0.3730330169200897,0.6990049751243781,0.44154228855721395,0.4893238434163701,0.36080178173719374
eng,0.8,0.33052560687065125,0.7997512437810945,0.44154228855721395,0.46967340590979784,0.24053452115812918
eng,0.9,0.2895960509777069,0.8992537313432836,0.44154228855721395,0.4578146611341632,0.12694877505567928
hau,0.5,0.4714358150959015,0.49937733499377335,0.32254047322540474,0.36658354114713215,0.5330882352941176
hau,0.6,0.43352338671684265,0.5990037359900373,0.32254047322540474,0.3492723492723493,0.42463235294117646
hau,0.7,0.3981100022792816,0.6998754669987547,0.32254047322540474,0.34519572953736655,0.3235294117647059
hau,0.8,0.3623828887939453,0.7995018679950187,0.32254047322540474,0.32710280373831774,0.20588235294117646
hau,0.9,0.3321203589439392,0.8991282689912827,0.32254047322540474,0.32825484764542934,0.10845588235294118
nso,0.5,0.4743735194206238,0.49937733499377335,0.30510585305105853,0.3541147132169576,0.53584229390681
nso,0.6,0.4257597029209137,0.5990037359900373,0.30510585305105853,0.35550935550935553,0.4444444444444444
nso,0.7,0.3866567611694336,0.6998754669987547,0.30510585305105853,0.33629893238434166,0.33154121863799285
nso,0.8,0.3529607653617859,0.7995018679950187,0.30510585305105853,0.32710280373831774,0.22580645161290322
nso,0.9,0.32152286171913147,0.8991282689912827,0.30510585305105853,0.3157894736842105,0.11469534050179211
swa,0.5,0.46210047602653503,0.5,0.3491271820448878,0.4314214463840399,0.5632183908045977
swa,0.6,0.42574796080589294,0.5997506234413965,0.3491271820448878,0.40540540540540543,0.4521072796934866
swa,0.7,0.3974364697933197,0.699501246882793,0.3491271820448878,0.38859180035650626,0.342911877394636
swa,0.8,0.3616674840450287,0.7992518703241895,0.3491271820448878,0.37753510140405616,0.23563218390804597
swa,0.9,0.33211061358451843,0.899002493765586,0.3491271820448878,0.3578363384188627,0.11302681992337164
yor,0.5,0.4178992509841919,0.5,0.35572139303482586,0.4054726368159204,0.5386100386100386
yor,0.6,0.38732537627220154,0.599502487562189,0.35572139303482586,0.3941908713692946,0.4362934362934363
yor,0.7,0.35878461599349976,0.6990049751243781,0.35572139303482586,0.38256227758007116,0.3301158301158301
yor,0.8,0.3336554169654846,0.7997512437810945,0.35572139303482586,0.36858475894245724,0.21621621621621623
yor,0.9,0.30419814586639404,0.8992537313432836,0.35572139303482586,0.3623789764868603,0.11003861003861004
zul,0.5,0.4753664433956146,0.49935316946959896,0.3169469598965071,0.3704663212435233,0.5397727272727273
zul,0.6,0.4338238835334778,0.5989650711513583,0.3169469598965071,0.36285097192224625,0.4412878787878788
zul,0.7,0.3958936035633087,0.6998706338939198,0.3169469598965071,0.35489833641404805,0.3390151515151515
zul,0.8,0.3660990595817566,0.7994825355756792,0.3169469598965071,0.33171521035598706,0.2178030303030303
zul,0.9,0.3346867859363556,0.8990944372574385,0.3169469598965071,0.3294964028776978,0.11742424242424243
